PN;T0;M;X1;X2;X3;V1;V2;V3;XR;V;Error
P 2;  2.9000000E+02;  1.9890000E+30; -1.5949553E+11; -1.9797267E+03;  0.0000000E+00; -8.0353019E+09; -9.9468164E+01;  0.0000000E+00;  1.5949553E+11;  8.0353019E+09;  0.0000000E+00
P 1;  2.9500000E+02;  1.9890000E+30;  1.9383159E+11;  2.4045866E+03;  0.0000000E+00;  6.1403527E+09;  7.5953318E+01;  0.0000000E+00;  1.9383159E+11;  6.1403527E+09;  0.0000000E+00
P 2;  2.9500000E+02;  1.9890000E+30; -1.9383159E+11; -2.4045866E+03;  0.0000000E+00; -6.1403527E+09; -7.5953318E+01;  0.0000000E+00;  1.9383159E+11;  6.1403527E+09;  0.0000000E+00
P 1;  3.0000000E+02;  1.9890000E+30;  2.1961103E+11;  2.7232970E+03;  0.0000000E+00;  4.5278245E+09;  5.5952734E+01;  0.0000000E+00;  2.1961103E+11;  4.5278245E+09;  0.0000000E+00
P 2;  3.0000000E+02;  1.9890000E+30; -2.1961103E+11; -2.7232970E+03;  0.0000000E+00; -4.5278245E+09; -5.5952734E+01;  0.0000000E+00;  2.1961103E+11;  4.5278245E+09;  0.0000000E+00
P 1;  3.0500000E+02;  1.9890000E+30;  2.3783984E+11;  2.9483761E+03;  0.0000000E+00;  3.0740209E+09;  3.7927474E+01;  0.0000000E+00;  2.3783984E+11;  3.0740209E+09;  0.0000000E+00
P 2;  3.0500000E+02;  1.9890000E+30; -2.3783984E+11; -2.9483761E+03;  0.0000000E+00; -3.0740209E+09; -3.7927474E+01;  0.0000000E+00;  2.3783984E+11;  3.0740209E+09;  0.0000000E+00
P 1;  3.1000000E+02;  1.9890000E+30;  2.4909288E+11;  3.0869811E+03;  0.0000000E+00;  1.7106066E+09;  2.1028159E+01;  0.0000000E+00;  2.4909288E+11;  1.7106066E+09;  0.0000000E+00
P 2;  3.1000000E+02;  1.9890000E+30; -2.4909288E+11; -3.0869811E+03;  0.0000000E+00; -1.7106066E+09; -2.1028159E+01;  0.0000000E+00;  2.4909288E+11;  1.7106066E+09;  0.0000000E+00
P 1;  3.1500000E+02;  1.9890000E+30;  2.5367950E+11;  3.1429707E+03;  0.0000000E+00;  3.9201296E+08;  4.6889697E+00;  0.0000000E+00;  2.5367950E+11;  3.9201296E+08;  0.0000000E+00
P 2;  3.1500000E+02;  1.9890000E+30; -2.5367950E+11; -3.1429707E+03;  0.0000000E+00; -3.9201296E+08; -4.6889697E+00;  0.0000000E+00;  2.5367950E+11;  3.9201296E+08;  0.0000000E+00
P 1;  3.2000000E+02;  1.9890000E+30;  2.5171293E+11;  3.1177705E+03;  0.0000000E+00; -9.1803079E+08; -1.1539908E+01;  0.0000000E+00;  2.5171293E+11;  9.1803079E+08;  0.0000000E+00
P 2;  3.2000000E+02;  1.9890000E+30; -2.5171293E+11; -3.1177705E+03;  0.0000000E+00;  9.1803079E+08;  1.1539908E+01;  0.0000000E+00;  2.5171293E+11;  9.1803079E+08;  0.0000000E+00
P 1;  3.2500000E+02;  1.9890000E+30;  2.4313261E+11;  3.0106521E+03;  0.0000000E+00; -2.2541945E+09; -2.8087853E+01;  0.0000000E+00;  2.4313261E+11;  2.2541945E+09;  0.0000000E+00
P 2;  3.2500000E+02;  1.9890000E+30; -2.4313261E+11; -3.0106521E+03;  0.0000000E+00;  2.2541945E+09;  2.8087853E+01;  0.0000000E+00;  2.4313261E+11;  2.2541945E+09;  0.0000000E+00
P 1;  3.3000000E+02;  1.9890000E+30;  2.2769199E+11;  2.8185860E+03;  0.0000000E+00; -3.6563820E+09; -4.5448422E+01;  0.0000000E+00;  2.2769199E+11;  3.6563820E+09;  0.0000000E+00
P 2;  3.3000000E+02;  1.9890000E+30; -2.2769199E+11; -2.8185860E+03;  0.0000000E+00;  3.6563820E+09;  4.5448422E+01;  0.0000000E+00;  2.2769199E+11;  3.6563820E+09;  0.0000000E+00
P 1;  3.3500000E+02;  1.9890000E+30;  2.0490516E+11;  2.5355839E+03;  0.0000000E+00; -5.1795896E+09; -6.4301087E+01;  0.0000000E+00;  2.0490516E+11;  5.1795896E+09;  0.0000000E+00
P 2;  3.3500000E+02;  1.9890000E+30; -2.0490516E+11; -2.5355839E+03;  0.0000000E+00;  5.1795896E+09;  6.4301087E+01;  0.0000000E+00;  2.0490516E+11;  5.1795896E+09;  0.0000000E+00
P 1;  3.4000000E+02;  1.9890000E+30;  1.7391664E+11;  2.1510946E+03;  0.0000000E+00; -6.9146085E+09; -8.5766496E+01;  0.0000000E+00;  1.7391664E+11;  6.9146085E+09;  0.0000000E+00
P 2;  3.4000000E+02;  1.9890000E+30; -1.7391664E+11; -2.1510946E+03;  0.0000000E+00;  6.9146085E+09;  8.5766496E+01;  0.0000000E+00;  1.7391664E+11;  6.9146085E+09;  0.0000000E+00
P 1;  3.4500000E+02;  1.9890000E+30;  1.3317349E+11;  1.6459629E+03;  0.0000000E+00; -9.0472080E+09; -1.1213544E+02;  0.0000000E+00;  1.3317349E+11;  9.0472080E+09;  0.0000000E+00
P 2;  3.4500000E+02;  1.9890000E+30; -1.3317349E+11; -1.6459629E+03;  0.0000000E+00;  9.0472080E+09;  1.1213544E+02;  0.0000000E+00;  1.3317349E+11;  9.0472080E+09;  0.0000000E+00
P 1;  3.5000000E+02;  1.9890000E+30;  7.9350512E+10;  9.7919935E+02;  0.0000000E+00; -1.2116992E+10; -1.5005255E+02;  0.0000000E+00;  7.9350512E+10;  1.2116992E+10;  0.0000000E+00
P 2;  3.5000000E+02;  1.9890000E+30; -7.9350512E+10; -9.7919935E+02;  0.0000000E+00;  1.2116992E+10;  1.5005255E+02;  0.0000000E+00;  7.9350512E+10;  1.2116992E+10;  0.0000000E+00
P 1;  3.5500000E+02;  1.9890000E+30; -2.7018389E+09; -3.4868191E+01;  0.0000000E+00; -2.2673341E+10; -2.7927830E+02;  0.0000000E+00;  2.7018389E+09;  2.2673341E+10;  0.0000000E+00
P 2;  3.5500000E+02;  1.9890000E+30;  2.7018389E+09;  3.4868191E+01;  0.0000000E+00;  2.2673341E+10;  2.7927830E+02;  0.0000000E+00;  2.7018389E+09;  2.2673341E+10;  0.0000000E+00
P 1;  3.6000000E+02;  1.9890000E+30;  7.9111617E+10;  9.3298898E+02;  0.0000000E+00;  1.9680115E+10;  2.3202798E+02;  0.0000000E+00;  7.9111617E+10;  1.9680115E+10;  0.0000000E+00
P 2;  3.6000000E+02;  1.9890000E+30; -7.9111617E+10; -9.3298898E+02;  0.0000000E+00; -1.9680115E+10; -2.3202798E+02;  0.0000000E+00;  7.9111617E+10;  1.9680115E+10;  0.0000000E+00
P 1;  3.6500000E+02;  1.9890000E+30;  1.6787741E+11;  1.9795097E+03;  0.0000000E+00;  1.6778692E+10;  1.9781336E+02;  0.0000000E+00;  1.6787741E+11;  1.6778692E+10;  0.0000000E+00
P 2;  3.6500000E+02;  1.9890000E+30; -1.6787741E+11; -1.9795097E+03;  0.0000000E+00; -1.6778692E+10; -1.9781336E+02;  0.0000000E+00;  1.6787741E+11;  1.6778692E+10;  0.0000000E+00
P 1;  3.7000000E+02;  1.9890000E+30;  2.4655989E+11;  2.9071329E+03;  0.0000000E+00;  1.5130607E+10;  1.7838063E+02;  0.0000000E+00;  2.4655989E+11;  1.5130607E+10;  0.0000000E+00
P 2;  3.7000000E+02;  1.9890000E+30; -2.4655989E+11; -2.9071329E+03;  0.0000000E+00; -1.5130607E+10; -1.7838063E+02;  0.0000000E+00;  2.4655989E+11;  1.5130607E+10;  0.0000000E+00
P 1;  3.7500000E+02;  1.9890000E+30;  3.1850169E+11;  3.7552781E+03;  0.0000000E+00;  1.3936210E+10;  1.6429794E+02;  0.0000000E+00;  3.1850169E+11;  1.3936210E+10;  0.0000000E+00
P 2;  3.7500000E+02;  1.9890000E+30; -3.1850169E+11; -3.7552781E+03;  0.0000000E+00; -1.3936210E+10; -1.6429794E+02;  0.0000000E+00;  3.1850169E+11;  1.3936210E+10;  0.0000000E+00
P 1;  3.8000000E+02;  1.9890000E+30;  3.8524477E+11;  4.5421280E+03;  0.0000000E+00;  1.2982145E+10;  1.5304918E+02;  0.0000000E+00;  3.8524477E+11;  1.2982145E+10;  0.0000000E+00
P 2;  3.8000000E+02;  1.9890000E+30; -3.8524477E+11; -4.5421280E+03;  0.0000000E+00; -1.2982145E+10; -1.5304918E+02;  0.0000000E+00;  3.8524477E+11;  1.2982145E+10;  0.0000000E+00
P 1;  3.8500000E+02;  1.9890000E+30;  4.4769379E+11;  5.2783500E+03;  0.0000000E+00;  1.2178348E+10;  1.4357228E+02;  0.0000000E+00;  4.4769379E+11;  1.2178348E+10;  0.0000000E+00
P 2;  3.8500000E+02;  1.9890000E+30; -4.4769379E+11; -5.2783500E+03;  0.0000000E+00; -1.2178348E+10; -1.4357228E+02;  0.0000000E+00;  4.4769379E+11;  1.2178348E+10;  0.0000000E+00
P 1;  3.9000000E+02;  1.9890000E+30;  5.0644827E+11;  5.9710130E+03;  0.0000000E+00;  1.1477907E+10;  1.3531405E+02;  0.0000000E+00;  5.0644827E+11;  1.1477907E+10;  0.0000000E+00
P 2;  3.9000000E+02;  1.9890000E+30; -5.0644827E+11; -5.9710130E+03;  0.0000000E+00; -1.1477907E+10; -1.3531405E+02;  0.0000000E+00;  5.0644827E+11;  1.1477907E+10;  0.0000000E+00
P 1;  3.9500000E+02;  1.9890000E+30;  5.6193647E+11;  6.6251666E+03;  0.0000000E+00;  1.0853126E+10;  1.2794793E+02;  0.0000000E+00;  5.6193647E+11;  1.0853126E+10;  0.0000000E+00
P 2;  3.9500000E+02;  1.9890000E+30; -5.6193647E+11; -6.6251666E+03;  0.0000000E+00; -1.0853126E+10; -1.2794793E+02;  0.0000000E+00;  5.6193647E+11;  1.0853126E+10;  0.0000000E+00
P 1;  4.0000000E+02;  1.9890000E+30;  6.1448033E+11;  7.2446069E+03;  0.0000000E+00;  1.0286221E+10;  1.2126420E+02;  0.0000000E+00;  6.1448033E+11;  1.0286221E+10;  0.0000000E+00
P 2;  4.0000000E+02;  1.9890000E+30; -6.1448033E+11; -7.2446069E+03;  0.0000000E+00; -1.0286221E+10; -1.2126420E+02;  0.0000000E+00;  6.1448033E+11;  1.0286221E+10;  0.0000000E+00
P 1;  4.0500000E+02;  1.9890000E+30;  6.6433107E+11;  7.8322957E+03;  0.0000000E+00;  9.7650569E+09;  1.1511979E+02;  0.0000000E+00;  6.6433107E+11;  9.7650569E+09;  0.0000000E+00
P 2;  4.0500000E+02;  1.9890000E+30; -6.6433107E+11; -7.8322957E+03;  0.0000000E+00; -9.7650569E+09; -1.1511979E+02;  0.0000000E+00;  6.6433107E+11;  9.7650569E+09;  0.0000000E+00
P 1;  4.1000000E+02;  1.9890000E+30;  7.1169025E+11;  8.3906096E+03;  0.0000000E+00;  9.2809652E+09;  1.0941248E+02;  0.0000000E+00;  7.1169025E+11;  9.2809652E+09;  0.0000000E+00
P 2;  4.1000000E+02;  1.9890000E+30; -7.1169025E+11; -8.3906096E+03;  0.0000000E+00; -9.2809652E+09; -1.0941248E+02;  0.0000000E+00;  7.1169025E+11;  9.2809652E+09;  0.0000000E+00
P 1;  4.1500000E+02;  1.9890000E+30;  7.5672322E+11;  8.9214982E+03;  0.0000000E+00;  8.8275242E+09;  1.0406656E+02;  0.0000000E+00;  7.5672322E+11;  8.8275242E+09;  0.0000000E+00
P 2;  4.1500000E+02;  1.9890000E+30; -7.5672322E+11; -8.9214982E+03;  0.0000000E+00; -8.8275242E+09; -1.0406656E+02;  0.0000000E+00;  7.5672322E+11;  8.8275242E+09;  0.0000000E+00
P 1;  4.2000000E+02;  1.9890000E+30;  7.9956801E+11;  9.4265891E+03;  0.0000000E+00;  8.3998360E+09;  9.9024279E+01;  0.0000000E+00;  7.9956801E+11;  8.3998360E+09;  0.0000000E+00
P 2;  4.2000000E+02;  1.9890000E+30; -7.9956801E+11; -9.4265891E+03;  0.0000000E+00; -8.3998360E+09; -9.9024279E+01;  0.0000000E+00;  7.9956801E+11;  8.3998360E+09;  0.0000000E+00
P 1;  4.2500000E+02;  1.9890000E+30;  8.4034154E+11;  9.9072605E+03;  0.0000000E+00;  7.9940739E+09;  9.4240511E+01;  0.0000000E+00;  8.4034154E+11;  7.9940739E+09;  0.0000000E+00
P 2;  4.2500000E+02;  1.9890000E+30; -8.4034154E+11; -9.9072605E+03;  0.0000000E+00; -7.9940739E+09; -9.4240511E+01;  0.0000000E+00;  8.4034154E+11;  7.9940739E+09;  0.0000000E+00
P 1;  4.3000000E+02;  1.9890000E+30;  8.7914400E+11;  1.0364694E+04;  0.0000000E+00;  7.6071860E+09;  8.9679278E+01;  0.0000000E+00;  8.7914400E+11;  7.6071860E+09;  0.0000000E+00
P 2;  4.3000000E+02;  1.9890000E+30; -8.7914400E+11; -1.0364694E+04;  0.0000000E+00; -7.6071860E+09; -8.9679278E+01;  0.0000000E+00;  8.7914400E+11;  7.6071860E+09;  0.0000000E+00
P 1;  4.3500000E+02;  1.9890000E+30;  9.1606215E+11;  1.0799912E+04;  0.0000000E+00;  7.2366962E+09;  8.5311383E+01;  0.0000000E+00;  9.1606215E+11;  7.2366962E+09;  0.0000000E+00
P 2;  4.3500000E+02;  1.9890000E+30; -9.1606215E+11; -1.0799912E+04;  0.0000000E+00; -7.2366962E+09; -8.5311383E+01;  0.0000000E+00;  9.1606215E+11;  7.2366962E+09;  0.0000000E+00
P 1;  4.4000000E+02;  1.9890000E+30;  9.5117169E+11;  1.1213808E+04;  0.0000000E+00;  6.8805643E+09;  8.1112772E+01;  0.0000000E+00;  9.5117169E+11;  6.8805643E+09;  0.0000000E+00
P 2;  4.4000000E+02;  1.9890000E+30; -9.5117169E+11; -1.1213808E+04;  0.0000000E+00; -6.8805643E+09; -8.1112772E+01;  0.0000000E+00;  9.5117169E+11;  6.8805643E+09;  0.0000000E+00
P 1;  4.4500000E+02;  1.9890000E+30;  9.8453917E+11;  1.1607166E+04;  0.0000000E+00;  6.5370875E+09;  7.7063367E+01;  0.0000000E+00;  9.8453917E+11;  6.5370875E+09;  0.0000000E+00
P 2;  4.4500000E+02;  1.9890000E+30; -9.8453917E+11; -1.1607166E+04;  0.0000000E+00; -6.5370875E+09; -7.7063367E+01;  0.0000000E+00;  9.8453917E+11;  6.5370875E+09;  0.0000000E+00
P 1;  4.5000000E+02;  1.9890000E+30;  1.0162235E+12;  1.1980680E+04;  0.0000000E+00;  6.2048269E+09;  7.3146205E+01;  0.0000000E+00;  1.0162235E+12;  6.2048269E+09;  0.0000000E+00
P 2;  4.5000000E+02;  1.9890000E+30; -1.0162235E+12; -1.1980680E+04;  0.0000000E+00; -6.2048269E+09; -7.3146205E+01;  0.0000000E+00;  1.0162235E+12;  6.2048269E+09;  0.0000000E+00
P 1;  4.5500000E+02;  1.9890000E+30;  1.0462769E+12;  1.2334967E+04;  0.0000000E+00;  5.8825544E+09;  6.9346804E+01;  0.0000000E+00;  1.0462769E+12;  5.8825544E+09;  0.0000000E+00
P 2;  4.5500000E+02;  1.9890000E+30; -1.0462769E+12; -1.2334967E+04;  0.0000000E+00; -5.8825544E+09; -6.9346804E+01;  0.0000000E+00;  1.0462769E+12;  5.8825544E+09;  0.0000000E+00
P 1;  4.6000000E+02;  1.9890000E+30;  1.0747462E+12;  1.2670577E+04;  0.0000000E+00;  5.5692112E+09;  6.5652682E+01;  0.0000000E+00;  1.0747462E+12;  5.5692112E+09;  0.0000000E+00
P 2;  4.6000000E+02;  1.9890000E+30; -1.0747462E+12; -1.2670577E+04;  0.0000000E+00; -5.5692112E+09; -6.5652682E+01;  0.0000000E+00;  1.0747462E+12;  5.5692112E+09;  0.0000000E+00
P 1;  4.6500000E+02;  1.9890000E+30;  1.1016731E+12;  1.2988005E+04;  0.0000000E+00;  5.2638764E+09;  6.2052981E+01;  0.0000000E+00;  1.1016731E+12;  5.2638764E+09;  0.0000000E+00
P 2;  4.6500000E+02;  1.9890000E+30; -1.1016731E+12; -1.2988005E+04;  0.0000000E+00; -5.2638764E+09; -6.2052981E+01;  0.0000000E+00;  1.1016731E+12;  5.2638764E+09;  0.0000000E+00
P 1;  4.7000000E+02;  1.9890000E+30;  1.1270952E+12;  1.3287692E+04;  0.0000000E+00;  4.9657429E+09;  5.8538185E+01;  0.0000000E+00;  1.1270952E+12;  4.9657429E+09;  0.0000000E+00
P 2;  4.7000000E+02;  1.9890000E+30; -1.1270952E+12; -1.3287692E+04;  0.0000000E+00; -4.9657429E+09; -5.8538185E+01;  0.0000000E+00;  1.1270952E+12;  4.9657429E+09;  0.0000000E+00
P 1;  4.7500000E+02;  1.9890000E+30;  1.1510465E+12;  1.3570038E+04;  0.0000000E+00;  4.6740972E+09;  5.5099882E+01;  0.0000000E+00;  1.1510465E+12;  4.6740972E+09;  0.0000000E+00
P 2;  4.7500000E+02;  1.9890000E+30; -1.1510465E+12; -1.3570038E+04;  0.0000000E+00; -4.6740972E+09; -5.5099882E+01;  0.0000000E+00;  1.1510465E+12;  4.6740972E+09;  0.0000000E+00
P 1;  4.8000000E+02;  1.9890000E+30;  1.1735573E+12;  1.3835403E+04;  0.0000000E+00;  4.3883049E+09;  5.1730592E+01;  0.0000000E+00;  1.1735573E+12;  4.3883049E+09;  0.0000000E+00
P 2;  4.8000000E+02;  1.9890000E+30; -1.1735573E+12; -1.3835403E+04;  0.0000000E+00; -4.3883049E+09; -5.1730592E+01;  0.0000000E+00;  1.1735573E+12;  4.3883049E+09;  0.0000000E+00
P 1;  4.8500000E+02;  1.9890000E+30;  1.1946552E+12;  1.4084110E+04;  0.0000000E+00;  4.1077973E+09;  4.8423609E+01;  0.0000000E+00;  1.1946552E+12;  4.1077973E+09;  0.0000000E+00
P 2;  4.8500000E+02;  1.9890000E+30; -1.1946552E+12; -1.4084110E+04;  0.0000000E+00; -4.1077973E+09; -4.8423609E+01;  0.0000000E+00;  1.1946552E+12;  4.1077973E+09;  0.0000000E+00
P 1;  4.9000000E+02;  1.9890000E+30;  1.2143651E+12;  1.4316454E+04;  0.0000000E+00;  3.8320616E+09;  4.5172890E+01;  0.0000000E+00;  1.2143651E+12;  3.8320616E+09;  0.0000000E+00
P 2;  4.9000000E+02;  1.9890000E+30; -1.2143651E+12; -1.4316454E+04;  0.0000000E+00; -3.8320616E+09; -4.5172890E+01;  0.0000000E+00;  1.2143651E+12;  3.8320616E+09;  0.0000000E+00
P 1;  4.9500000E+02;  1.9890000E+30;  1.2327095E+12;  1.4532699E+04;  0.0000000E+00;  3.5606327E+09;  4.1972949E+01;  0.0000000E+00;  1.2327095E+12;  3.5606327E+09;  0.0000000E+00
P 2;  4.9500000E+02;  1.9890000E+30; -1.2327095E+12; -1.4532699E+04;  0.0000000E+00; -3.5606327E+09; -4.1972949E+01;  0.0000000E+00;  1.2327095E+12;  3.5606327E+09;  0.0000000E+00
