# N=80
# DT=0.5
# Worker=7
# RS=0.0001
# Iterations=500000
# TS=
# Unit=1000.00
# M0=1000.0
# MMAX=6
# Report=1000
# Init_Mode=Random
# P1=
# P2=
# P3=
# P4=
# P5=
# P6=
# P7=
# P8=
# P9=
# P10=
main_task_000000000069BC70 Report_Interval= 1000
main_task_000000000069BC70 Max_Iterations= 500000
main_task_000000000069BC70 Abstract_Sync.Initialize: Number of workers:  7
S144b_00000000006A6330 Worker started 1
S144b_00000000006A6330 Worker started, My_Cpu : 2
S144b_00000000006A99F0 Worker started 2
S144b_00000000006A99F0 Worker started, My_Cpu : 3
S144b_00000000006AD090 Worker started 3
S144b_00000000006AD090 Worker started, My_Cpu : 4
S144b_00000000006B0930 Worker started 4
S144b_00000000006B0930 Worker started, My_Cpu : 5
S144b_00000000006B4450 Worker started 5
S144b_00000000006B4450 Worker started, My_Cpu : 6
S144b_00000000006B7E60 Worker started 6
S144b_00000000006B7E60 Worker started, My_Cpu : 7
S144b_00000000006BB6C0 Worker started 7
S144b_00000000006BB6C0 Worker started, My_Cpu : 1
main_task_000000000069BC70 Starting Time: 0.0000000E+00
P 49;  0.0000000E+00;  5.1347637E+03;  1.6812227E+02; -8.5321548E+01; -9.5882179E+01;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  2.1151420E+02;  0.0000000E+00;  0.0000000E+00
P 50;  0.0000000E+00;  8.2241418E+02; -2.8685962E+02; -1.1844993E+02; -4.7425674E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  5.6677887E+02;  0.0000000E+00;  0.0000000E+00
P 51;  0.0000000E+00;  2.5100928E+03; -9.2888832E+01;  2.8315121E+02; -1.1376381E+01;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  2.9821530E+02;  0.0000000E+00;  0.0000000E+00
P 52;  0.0000000E+00;  4.6002188E+03;  2.0016521E+01;  2.3625537E+02; -4.9684595E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  5.5052081E+02;  0.0000000E+00;  0.0000000E+00
P 53;  0.0000000E+00;  2.2913269E+03;  2.3999545E+02; -5.8465363E+01;  1.5183220E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  2.8994660E+02;  0.0000000E+00;  0.0000000E+00
P 54;  0.0000000E+00;  4.9162251E+03; -2.1099603E+02; -4.8187006E+02; -1.0541331E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  5.3649794E+02;  0.0000000E+00;  0.0000000E+00
P 55;  0.0000000E+00;  3.6192813E+03;  2.0728299E+02;  3.7231796E+02; -2.7697028E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  5.0823168E+02;  0.0000000E+00;  0.0000000E+00
P 56;  0.0000000E+00;  2.0398438E+03;  4.9641025E+02;  3.6548943E+01; -1.1310172E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  5.1044193E+02;  0.0000000E+00;  0.0000000E+00
P 57;  0.0000000E+00;  5.5035381E+03; -4.4847952E+02;  4.3445068E+02;  1.9404802E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  6.5386230E+02;  0.0000000E+00;  0.0000000E+00
P 58;  0.0000000E+00;  1.0415922E+03;  3.9071698E+02; -1.2825740E+02;  1.0749218E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  4.2504622E+02;  0.0000000E+00;  0.0000000E+00
P 59;  0.0000000E+00;  4.2709380E+03;  4.3513553E+02;  4.6007175E+02;  1.0538467E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  6.4196174E+02;  0.0000000E+00;  0.0000000E+00
P 60;  0.0000000E+00;  2.3760405E+03;  1.8778679E+02; -2.2444272E+02; -2.4373102E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  3.8084540E+02;  0.0000000E+00;  0.0000000E+00
P 61;  0.0000000E+00;  5.7724966E+03; -4.5273053E+02; -4.7540140E+02; -3.8592505E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  7.6151793E+02;  0.0000000E+00;  0.0000000E+00
P 62;  0.0000000E+00;  4.4175283E+03; -1.9478250E+02; -4.5094254E+01; -3.9980972E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  4.4701401E+02;  0.0000000E+00;  0.0000000E+00
P 63;  0.0000000E+00;  2.5584307E+03;  1.1714265E+02;  2.1346602E+02;  1.4556953E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  2.8369108E+02;  0.0000000E+00;  0.0000000E+00
P 64;  0.0000000E+00;  2.9939126E+03; -4.9906683E+02;  3.6259467E+02; -4.8789261E+01;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  6.1880771E+02;  0.0000000E+00;  0.0000000E+00
P 65;  0.0000000E+00;  3.2585486E+03;  4.9084425E-02;  7.8753441E+01;  2.6028854E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  2.7194160E+02;  0.0000000E+00;  0.0000000E+00
P 66;  0.0000000E+00;  2.2820137E+03; -2.5820016E+02;  1.2656709E+02;  1.0959491E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  3.0772975E+02;  0.0000000E+00;  0.0000000E+00
P 67;  0.0000000E+00;  5.2380127E+03;  4.5589392E+02;  3.2111853E+02;  4.7514301E+02;  0.0000000E+00;  0.0000000E+00;  0.0000000E+00;  7.3260989E+02;  0.0000000E+00;  0.0000000E+00
